ID,site number,site location,cluster name,site acronym,date,month,sample type,conductance (uS/cm),chl A (ug/L),phaeophytin (ug/L),phaeophytin chl A (ug/L),chlorophyta (organisms/ml),cyanophyta (organisms/ml),bacillariophyta (organisms/ml),total (organisms/ml),algae comments
6814,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","05/03/10 00:00:00","05/03/10 00:00:00",,956,,,,,,,,
6815,"Green In","Greenway WTP Inlet","srp","Green In","05/03/10 00:00:00","05/03/10 00:00:00",,935,,,,,,,,
6816,"Glendale In","Glendale WTP Inlet","srp","Glen In","05/03/10 00:00:00","05/03/10 00:00:00",,927,,,,,,,,
6817,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","05/03/10 00:00:00","05/03/10 00:00:00",,958,,,,,,,,
6818,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","05/03/10 00:00:00","05/03/10 00:00:00",,926,,,,,,,,
6819,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","05/03/10 00:00:00","05/03/10 00:00:00",,,,,,,,,,
6820,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","05/03/10 00:00:00","05/03/10 00:00:00",,277,,,,,,,,
6821,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","05/03/10 00:00:00","05/03/10 00:00:00",,1021,,,,,,,,
6822,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","05/03/10 00:00:00","05/03/10 00:00:00",,1021,,,,,,,,
6823,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","05/03/10 00:00:00","05/03/10 00:00:00",,1021,,,,,,,,
6824,"R20","Verde River at Tangle","verde","verde abv horseshoe","05/03/10 00:00:00","05/03/10 00:00:00",,668,,,,,,,,
6825,"Havasu 1","Havasu lake Sample",,"Havasu 1","05/03/10 00:00:00","05/03/10 00:00:00",,986,,,,,,,,
6826,"R3","Waddell Canal","cap","waddell canal","05/31/10 00:00:00","05/31/10 00:00:00",,974,,,,,,,,
6827,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","05/31/10 00:00:00","05/31/10 00:00:00",,1044,,,,,,,,
6828,"R11","CAP Canal at Cross-connect","cap","cap @ x con","05/31/10 00:00:00","05/31/10 00:00:00",,,,,,,,,,
6829,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","05/31/10 00:00:00","05/31/10 00:00:00",,,,,,,,,,
6830,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","05/31/10 00:00:00","05/31/10 00:00:00",,914,,,,,,,,
6831,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","05/31/10 00:00:00","05/31/10 00:00:00",,920,,,,,,,,
6832,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","05/31/10 00:00:00","05/31/10 00:00:00",,914,,,,,,,,
6833,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","05/31/10 00:00:00","05/31/10 00:00:00",,927,,,,,,,,
6834,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","05/31/10 00:00:00","05/31/10 00:00:00",,912,,,,,,,,
6835,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","05/31/10 00:00:00","05/31/10 00:00:00",,915,,,,,,,,
6836,"R25","verde river at beeline highway","verde","verde @ beeline","05/31/10 00:00:00","05/31/10 00:00:00",,,,,,,,,,
6837,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","05/31/10 00:00:00","05/31/10 00:00:00",,919,,,,,,,,
6838,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","05/31/10 00:00:00","05/31/10 00:00:00",,922,,,,,,,,
6839,"UH In","Union Hills Inlet","cap","Union Hills Inlet","05/31/10 00:00:00","05/31/10 00:00:00",,,,,,,,,,
6840,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","05/31/10 00:00:00","05/31/10 00:00:00",,926,,,,,,,,
6841,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","05/31/10 00:00:00","05/31/10 00:00:00",,922,,,,,,,,
6842,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","05/31/10 00:00:00","05/31/10 00:00:00",,938,,,,,,,,
6843,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","05/31/10 00:00:00","05/31/10 00:00:00",,928,,,,,,,,
6844,"Green In","Greenway WTP Inlet","srp","Green In","05/31/10 00:00:00","05/31/10 00:00:00",,922,,,,,,,,
6845,"Glendale In","Glendale WTP Inlet","srp","Glen In","05/31/10 00:00:00","05/31/10 00:00:00",,927,,,,,,,,
6846,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","05/31/10 00:00:00","05/31/10 00:00:00",,945,,,,,,,,
6847,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","05/31/10 00:00:00","05/31/10 00:00:00",,916,,,,,,,,
6848,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","05/31/10 00:00:00","05/31/10 00:00:00",,281,,,,,,,,
6849,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","05/31/10 00:00:00","05/31/10 00:00:00",,270,,,,,,,,
6850,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","05/31/10 00:00:00","05/31/10 00:00:00",,1019,,,,,,,,
6851,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","05/31/10 00:00:00","05/31/10 00:00:00",,1024,,,,,,,,
6852,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","05/31/10 00:00:00","05/31/10 00:00:00",,1035,,,,,,,,
6853,"R20","Verde River at Tangle","verde","verde abv horseshoe","05/31/10 00:00:00","05/31/10 00:00:00",,,,,,,,,,
6854,"Havasu 1","Havasu lake Sample",,"Havasu 1","05/31/10 00:00:00","05/31/10 00:00:00",,,,,,,,,,
6855,"R3","Waddell Canal","cap","waddell canal","06/28/10 00:00:00","06/28/10 00:00:00",,966,,,,,,,,
6856,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","06/28/10 00:00:00","06/28/10 00:00:00",,,,,,,,,,
6857,"R11","CAP Canal at Cross-connect","cap","cap @ x con","06/28/10 00:00:00","06/28/10 00:00:00",,,,,,,,,,
6858,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","06/28/10 00:00:00","06/28/10 00:00:00",,,,,,,,,,
6859,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","06/28/10 00:00:00","06/28/10 00:00:00",,732,,,,,,,,
6860,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","06/28/10 00:00:00","06/28/10 00:00:00",,715,,,,,,,,
6861,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","06/28/10 00:00:00","06/28/10 00:00:00",,741,,,,,,,,
6862,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","06/28/10 00:00:00","06/28/10 00:00:00",,720,,,,,,,,
6863,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","06/28/10 00:00:00","06/28/10 00:00:00",,723,,,,,,,,
6864,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","06/28/10 00:00:00","06/28/10 00:00:00",,718,,,,,,,,
6865,"R25","verde river at beeline highway","verde","verde @ beeline","06/28/10 00:00:00","06/28/10 00:00:00",,303,,,,,,,,
6866,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","06/28/10 00:00:00","06/28/10 00:00:00",,735,,,,,,,,
6867,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","06/28/10 00:00:00","06/28/10 00:00:00",,,,,,,,,,
6868,"UH In","Union Hills Inlet","cap","Union Hills Inlet","06/28/10 00:00:00","06/28/10 00:00:00",,968,,,,,,,,
6869,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","06/28/10 00:00:00","06/28/10 00:00:00",,728,,,,,,,,
6870,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","06/28/10 00:00:00","06/28/10 00:00:00",,730,,,,,,,,
6871,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","06/28/10 00:00:00","06/28/10 00:00:00",,744,,,,,,,,
6872,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","06/28/10 00:00:00","06/28/10 00:00:00",,742,,,,,,,,
6873,"Glendale In","Glendale WTP Inlet","srp","Glen In","06/28/10 00:00:00","06/28/10 00:00:00",,745,,,,,,,,
6874,"Green In","Greenway WTP Inlet","srp","Green In","06/28/10 00:00:00","06/28/10 00:00:00",,733,,,,,,,,
6875,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","06/28/10 00:00:00","06/28/10 00:00:00",,,,,,,,,,
6876,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","06/28/10 00:00:00","06/28/10 00:00:00",,,,,,,,,,
6877,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","06/28/10 00:00:00","06/28/10 00:00:00",,268,,,,,,,,
6878,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","06/28/10 00:00:00","06/28/10 00:00:00",,285,,,,,,,,
6879,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","06/28/10 00:00:00","06/28/10 00:00:00",,1049,,,,,,,,
6880,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","06/28/10 00:00:00","06/28/10 00:00:00",,1050,,,,,,,,
6881,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","06/28/10 00:00:00","06/28/10 00:00:00",,1036,,,,,,,,
6882,"R20","Verde River at Tangle","verde","verde abv horseshoe","06/28/10 00:00:00","06/28/10 00:00:00",,,,,,,,,,
6883,"Havasu 1","Havasu lake Sample",,"Havasu 1","06/28/10 00:00:00","06/28/10 00:00:00",,,,,,,,,,
6884,"R3","Waddell Canal","cap","waddell canal","07/01/10 00:00:00","07/01/10 00:00:00",,966,,,,,,,,
6885,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","07/01/10 00:00:00","07/01/10 00:00:00",,,,,,,,,,
6886,"R11","CAP Canal at Cross-connect","cap","cap @ x con","07/01/10 00:00:00","07/01/10 00:00:00",,,,,,,,,,
6887,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","07/01/10 00:00:00","07/01/10 00:00:00",,,,,,,,,,
6888,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","07/01/10 00:00:00","07/01/10 00:00:00",,732,,,,,,,,
6889,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","07/01/10 00:00:00","07/01/10 00:00:00",,715,,,,,,,,
6890,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","07/01/10 00:00:00","07/01/10 00:00:00",,741,,,,,,,,
6891,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","07/01/10 00:00:00","07/01/10 00:00:00",,720,,,,,,,,
6892,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","07/01/10 00:00:00","07/01/10 00:00:00",,723,,,,,,,,
6893,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","07/01/10 00:00:00","07/01/10 00:00:00",,718,,,,,,,,
6894,"R25","verde river at beeline highway","verde","verde @ beeline","07/01/10 00:00:00","07/01/10 00:00:00",,303,,,,,,,,
6895,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","07/01/10 00:00:00","07/01/10 00:00:00",,735,,,,,,,,
6896,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","07/01/10 00:00:00","07/01/10 00:00:00",,,,,,,,,,
6897,"UH In","Union Hills Inlet","cap","Union Hills Inlet","07/01/10 00:00:00","07/01/10 00:00:00",,968,,,,,,,,
6898,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","07/01/10 00:00:00","07/01/10 00:00:00",,968,,,,,,,,
6899,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","07/01/10 00:00:00","07/01/10 00:00:00",,730,,,,,,,,
6900,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","07/01/10 00:00:00","07/01/10 00:00:00",,744,,,,,,,,
6901,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","07/01/10 00:00:00","07/01/10 00:00:00",,742,,,,,,,,
6902,"Glendale In","Glendale WTP Inlet","srp","Glen In","07/01/10 00:00:00","07/01/10 00:00:00",,745,,,,,,,,
6903,"Green In","Greenway WTP Inlet","srp","Green In","07/01/10 00:00:00","07/01/10 00:00:00",,733,,,,,,,,
6904,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","07/01/10 00:00:00","07/01/10 00:00:00",,945,,,,,,,,
6905,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","07/01/10 00:00:00","07/01/10 00:00:00",,952,,,,,,,,
6906,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","07/01/10 00:00:00","07/01/10 00:00:00",,268,,,,,,,,
6907,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","07/01/10 00:00:00","07/01/10 00:00:00",,285,,,,,,,,
6908,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","07/01/10 00:00:00","07/01/10 00:00:00",,1049,,,,,,,,
6909,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","07/01/10 00:00:00","07/01/10 00:00:00",,1050,,,,,,,,
6910,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","07/01/10 00:00:00","07/01/10 00:00:00",,1036,,,,,,,,
6911,"R20","Verde River at Tangle","verde","verde abv horseshoe","07/01/10 00:00:00","07/01/10 00:00:00",,625,,,,,,,,
6912,"Havasu 1","Havasu lake Sample",,"Havasu 1","07/01/10 00:00:00","07/01/10 00:00:00",,,,,,,,,,
6913,"R3","Waddell Canal","cap","waddell canal","08/01/10 00:00:00","08/01/10 00:00:00",,962,,,,,,,,
6914,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","08/01/10 00:00:00","08/01/10 00:00:00",,1035,,,,,,,,
6915,"R11","CAP Canal at Cross-connect","cap","cap @ x con","08/01/10 00:00:00","08/01/10 00:00:00",,,,,,,,,,
6916,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","08/01/10 00:00:00","08/01/10 00:00:00",,,,,,,,,,
6917,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","08/01/10 00:00:00","08/01/10 00:00:00",,634,,,,,,,,
6918,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","08/01/10 00:00:00","08/01/10 00:00:00",,345,,,,,,,,
6919,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","08/01/10 00:00:00","08/01/10 00:00:00",,571,,,,,,,,
6920,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","08/01/10 00:00:00","08/01/10 00:00:00",,644,,,,,,,,
6921,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","08/01/10 00:00:00","08/01/10 00:00:00",,631,,,,,,,,
6922,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","08/01/10 00:00:00","08/01/10 00:00:00",,647,,,,,,,,
6923,"R25","verde river at beeline highway","verde","verde @ beeline","08/01/10 00:00:00","08/01/10 00:00:00",,332,,,,,,,,
6924,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","08/01/10 00:00:00","08/01/10 00:00:00",,637,,,,,,,,
6925,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","08/01/10 00:00:00","08/01/10 00:00:00",,,,,,,,,,
6926,"UH In","Union Hills Inlet","cap","Union Hills Inlet","08/01/10 00:00:00","08/01/10 00:00:00",,,,,,,,,,
6927,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","08/01/10 00:00:00","08/01/10 00:00:00",,638,,,,,,,,
6928,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","08/01/10 00:00:00","08/01/10 00:00:00",,642,,,,,,,,
6929,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","08/01/10 00:00:00","08/01/10 00:00:00",,635,,,,,,,,
6930,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","08/01/10 00:00:00","08/01/10 00:00:00",,713,,,,,,,,
6931,"Glendale In","Glendale WTP Inlet","srp","Glen In","08/01/10 00:00:00","08/01/10 00:00:00",,528,,,,,,,,
6932,"Green In","Greenway WTP Inlet","srp","Green In","08/01/10 00:00:00","08/01/10 00:00:00",,613,,,,,,,,
6933,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","08/01/10 00:00:00","08/01/10 00:00:00",,950,,,,,,,,
6934,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","08/01/10 00:00:00","08/01/10 00:00:00",,939,,,,,,,,
6935,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","08/01/10 00:00:00","08/01/10 00:00:00",,258,,,,,,,,
6936,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","08/01/10 00:00:00","08/01/10 00:00:00",,634,,,,,,,,
6937,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","08/01/10 00:00:00","08/01/10 00:00:00",,1027,,,,,,,,
6938,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","08/01/10 00:00:00","08/01/10 00:00:00",,1033,,,,,,,,
6939,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","08/01/10 00:00:00","08/01/10 00:00:00",,1039,,,,,,,,
6940,"R20","Verde River at Tangle","verde","verde abv horseshoe","08/01/10 00:00:00","08/01/10 00:00:00",,644,,,,,,,,
6941,"Havasu 1","Havasu lake Sample",,"Havasu 1","08/01/10 00:00:00","08/01/10 00:00:00",,955,,,,,,,,
6942,"R3","Waddell Canal","cap","waddell canal","09/01/10 00:00:00","09/01/10 00:00:00",,960,,,,,,,,
6943,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","09/01/10 00:00:00","09/01/10 00:00:00",,1034,,,,,,,,
6944,"R11","CAP Canal at Cross-connect","cap","cap @ x con","09/01/10 00:00:00","09/01/10 00:00:00",,,,,,,,,,
6945,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","09/01/10 00:00:00","09/01/10 00:00:00",,,,,,,,,,
6946,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","09/01/10 00:00:00","09/01/10 00:00:00",,851,,,,,,,,
6947,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","09/01/10 00:00:00","09/01/10 00:00:00",,838,,,,,,,,
6948,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","09/01/10 00:00:00","09/01/10 00:00:00",,836,,,,,,,,
6949,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","09/01/10 00:00:00","09/01/10 00:00:00",,854,,,,,,,,
6950,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","09/01/10 00:00:00","09/01/10 00:00:00",,847,,,,,,,,
6951,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","09/01/10 00:00:00","09/01/10 00:00:00",,844,,,,,,,,
6952,"R25","verde river at beeline highway","verde","verde @ beeline","09/01/10 00:00:00","09/01/10 00:00:00",,353,,,,,,,,
6953,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","09/01/10 00:00:00","09/01/10 00:00:00",,851,,,,,,,,
6954,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","09/01/10 00:00:00","09/01/10 00:00:00",,,,,,,,,,
6955,"UH In","Union Hills Inlet","cap","Union Hills Inlet","09/01/10 00:00:00","09/01/10 00:00:00",,,,,,,,,,
6956,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","09/01/10 00:00:00","09/01/10 00:00:00",,849,,,,,,,,
6957,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","09/01/10 00:00:00","09/01/10 00:00:00",,860,,,,,,,,
6958,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","09/01/10 00:00:00","09/01/10 00:00:00",,878,,,,,,,,
6959,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","09/01/10 00:00:00","09/01/10 00:00:00",,848,,,,,,,,
6960,"Glendale In","Glendale WTP Inlet","srp","Glen In","09/01/10 00:00:00","09/01/10 00:00:00",,839,,,,,,,,
6961,"Green In","Greenway WTP Inlet","srp","Green In","09/01/10 00:00:00","09/01/10 00:00:00",,829,,,,,,,,
6962,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","09/01/10 00:00:00","09/01/10 00:00:00",,985,,,,,,,,
6963,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","09/01/10 00:00:00","09/01/10 00:00:00",,974,,,,,,,,
6964,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","09/01/10 00:00:00","09/01/10 00:00:00",,329,,,,,,,,
6965,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","09/01/10 00:00:00","09/01/10 00:00:00",,401,,,,,,,,
6966,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","09/01/10 00:00:00","09/01/10 00:00:00",,1044,,,,,,,,
6967,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","09/01/10 00:00:00","09/01/10 00:00:00",,1033,,,,,,,,
6968,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","09/01/10 00:00:00","09/01/10 00:00:00",,1031,,,,,,,,
6969,"R20","Verde River at Tangle","verde","verde abv horseshoe","09/01/10 00:00:00","09/01/10 00:00:00",,713,,,,,,,,
6970,"Havasu 1","Havasu lake Sample",,"Havasu 1","09/01/10 00:00:00","09/01/10 00:00:00",,972,,,,,,,,
6971,"R3","Waddell Canal","cap","waddell canal","10/01/10 00:00:00","10/01/10 00:00:00",,970,,,,,,,,
6972,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","10/01/10 00:00:00","10/01/10 00:00:00",,1042,,,,,,,,
6973,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/01/10 00:00:00","10/01/10 00:00:00",,,,,,,,,,
6974,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/01/10 00:00:00","10/01/10 00:00:00",,928,,,,,,,,
6975,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/01/10 00:00:00","10/01/10 00:00:00",,922,,,,,,,,
6976,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/01/10 00:00:00","10/01/10 00:00:00",,,,,,,,,,
6977,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","10/01/10 00:00:00","10/01/10 00:00:00",,,,,,,,,,
6978,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","10/01/10 00:00:00","10/01/10 00:00:00",,,,,,,,,,
6979,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/01/10 00:00:00","10/01/10 00:00:00",,937,,,,,,,,
6980,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/01/10 00:00:00","10/01/10 00:00:00",,928,,,,,,,,
6981,"R25","verde river at beeline highway","verde","verde @ beeline","10/01/10 00:00:00","10/01/10 00:00:00",,408,,,,,,,,
6982,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","10/01/10 00:00:00","10/01/10 00:00:00",,928,,,,,,,,
6983,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","10/01/10 00:00:00","10/01/10 00:00:00",,,,,,,,,,
6984,"UH In","Union Hills Inlet","cap","Union Hills Inlet","10/01/10 00:00:00","10/01/10 00:00:00",,972,,,,,,,,
6985,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","10/01/10 00:00:00","10/01/10 00:00:00",,934,,,,,,,,
6986,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","10/01/10 00:00:00","10/01/10 00:00:00",,931,,,,,,,,
6987,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","10/01/10 00:00:00","10/01/10 00:00:00",,948,,,,,,,,
6988,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","10/01/10 00:00:00","10/01/10 00:00:00",,959,,,,,,,,
6989,"Glendale In","Glendale WTP Inlet","srp","Glen In","10/01/10 00:00:00","10/01/10 00:00:00",,938,,,,,,,,
6990,"Green In","Greenway WTP Inlet","srp","Green In","10/01/10 00:00:00","10/01/10 00:00:00",,955,,,,,,,,
6991,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","10/01/10 00:00:00","10/01/10 00:00:00",,962,,,,,,,,
